name,image,image_local,wiki,icon,icon_local,personality,species,birthday,catchphrase,gender,coffee,milk,milk_numeric,sugar,sugar_numeric,song,style,rank,tier,primary_col,secondary_col,tertiary_col,col_guess_20,col_guess_10
Rhonda,https://vignette.wikia.nocookie.net/animalcrossing/images/1/12/NH-Rhonda_poster.png/revision/latest?cb=20200410185017,villager_models/Rhonda.png,/wiki/Rhonda,https://nookipedia.com/w/images/5/57/Rhonda_NH_Icon.png,villager_icons/Rhonda.png,Normal,Rhino,January 24th,bigfoot,Female,Mocha,Lots of milk,3,Three spoons,3,K.K. Ballad,Ornate,288,6,#f1eed5,#c5c3a2,#f1efd5,White/Lightest Pastel,White/Light Pastels
Ribbot,https://vignette.wikia.nocookie.net/animalcrossing/images/4/4e/NH-Ribbot_poster.png/revision/latest?cb=20200328231752,villager_models/Ribbot.png,/wiki/Ribbot,https://nookipedia.com/w/images/6/63/Ribbot_NH_Icon.png,villager_icons/Ribbot.png,Jock,Frog,February 13th,zzrrbbitt,Male,Blue Mountain,Regular milk,2,Two spoons,2,Go K.K. Rider!,Flashy,95,4,#9a9ab9,#9999bb,#ffff75,Pastel Brown/Green,Greens
Ricky,https://vignette.wikia.nocookie.net/animalcrossing/images/6/6b/NH-Ricky_poster.png/revision/latest?cb=20200410184030,villager_models/Ricky.png,/wiki/Ricky,https://nookipedia.com/w/images/8/84/Ricky_NH_Icon.png,villager_icons/Ricky.png,Cranky,Squirrel,September 14th,nutcase,Male,Killimanjaro,Regular milk,2,Two spoons,2,K.K. Western,Iconic,264,5,#fece4b,#313130,#feffff,Yellow/Ochre,"Yellows, Oranges & Ochres"
Rizzo,https://vignette.wikia.nocookie.net/animalcrossing/images/9/93/NH-Rizzo_poster.png/revision/latest?cb=20200410192330,villager_models/Rizzo.png,/wiki/Rizzo,https://nookipedia.com/w/images/9/97/Rizzo_NH_Icon.png,villager_icons/Rizzo.png,Cranky,Mouse,January 17th,squee,Male,Mocha,No milk,0,No sugar,0,K.K. Lament,Iconic,265,5,#afe1fe,#ffb6e9,#a92dfe,Pastel/Muted Blue,"Mid Blues, Cyans & Teals"
Roald,https://vignette.wikia.nocookie.net/animalcrossing/images/4/4f/NH-Roald_poster.png/revision/latest?cb=20200410190858,villager_models/Roald.png,/wiki/Roald,https://nookipedia.com/w/images/7/72/Roald_NH_Icon.png,villager_icons/Roald.png,Jock,Penguin,January 5th,b-b-buddy,Male,Mocha,Lots of milk,3,Three spoons,3,K.K. Parade,Basic,162,5,#013b7f,#ffe300,#1a1b1b,Blue,Dark Blues and Purples
Robin,https://vignette.wikia.nocookie.net/animalcrossing/images/6/62/NH-Robin_poster.png/revision/latest?cb=20200328231820,villager_models/Robin.png,/wiki/Robin,https://nookipedia.com/w/images/7/75/Robin_NH_Icon.png,villager_icons/Robin.png,Snooty,Bird,December 4th,la-di-da,Female,Blue Mountain,Regular milk,2,Two spoons,2,K.K. Bossa,Official,288,6,#fe7615,#42426b,#fcb332,Yellow/Ochre,"Yellows, Oranges & Ochres"
Rocco,https://vignette.wikia.nocookie.net/animalcrossing/images/3/32/NH-Rocco_poster.png/revision/latest?cb=20200328231827,villager_models/Rocco.png,/wiki/Rocco,https://nookipedia.com/w/images/3/31/Rocco_NH_Icon.png,villager_icons/Rocco.png,Cranky,Hippo,August 18th,hippie,Male,Mocha,No milk,0,No sugar,0,K.K. Lament,Iconic,164,5,#74b691,#ffffff,#efdbaa,Pastel Brown/Green,Greens
Rocket,https://vignette.wikia.nocookie.net/animalcrossing/images/d/d3/NH-Rocket_poster.png/revision/latest?cb=20200328231834,villager_models/Rocket.png,/wiki/Rocket,https://nookipedia.com/w/images/0/0c/Rocket_NH_Icon.png,villager_icons/Rocket.png,Sisterly,Gorilla,April 14th,vroom,Female,Killimanjaro,Regular milk,2,Two spoons,2,K.K. Adventure,Sporty,266,5,#fecf6f,#f9a3c0,#fefefe,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Rod,https://vignette.wikia.nocookie.net/animalcrossing/images/1/10/NH-Rod_poster.png/revision/latest?cb=20200410192406,villager_models/Rod.png,/wiki/Rod,https://nookipedia.com/w/images/f/f1/Rod_NH_Icon.png,villager_icons/Rod.png,Jock,Mouse,August 14th,ace,Male,Mocha,No milk,0,No sugar,0,K.K. March,Rock n roll,133,4,#da6dfe,#fec5f0,#db6dff,Pastel Pink,Pinks
Rodeo,https://vignette.wikia.nocookie.net/animalcrossing/images/1/15/NH-Rodeo_poster.png/revision/latest?cb=20200328231847,villager_models/Rodeo.png,/wiki/Rodeo,https://nookipedia.com/w/images/b/b8/Rodeo_NH_Icon.png,villager_icons/Rodeo.png,Lazy,Bull,October 29th,chaps,Male,Blue Mountain,Regular milk,2,Two spoons,2,Stale Cupcakes,Historical,267,5,#7689a0,#494d5f,#66737f,Grey Blue/Green,Greys
Rodney,https://vignette.wikia.nocookie.net/animalcrossing/images/5/58/NH-Rodney_poster.png/revision/latest?cb=20200328231854,villager_models/Rodney.png,/wiki/Rodney,https://nookipedia.com/w/images/2/2d/Rodney_NH_Icon.png,villager_icons/Rodney.png,Smug,Hamster,November 10th,le ham,Male,House Blend,Regular milk,2,Two spoons,2,K.K. Rockabilly,Flashy,209,5,#278da5,#f7e4db,#d1af93,Mid Blue,"Mid Blues, Cyans & Teals"
Rolf,https://vignette.wikia.nocookie.net/animalcrossing/images/5/5c/NH-Rolf_poster.png/revision/latest?cb=20200410183806,villager_models/Rolf.png,/wiki/Rolf,https://nookipedia.com/w/images/2/22/Rolf_NH_Icon.png,villager_icons/Rolf.png,Cranky,Tiger,August 22nd,grrrolf,Male,Mocha,Little milk,1,One spoon,1,Spring Blossoms,Iconic,108,4,#f2f2f2,#ffffff,#68737d,White/Lightest Pastel,White/Light Pastels
Rooney,https://vignette.wikia.nocookie.net/animalcrossing/images/3/36/NH-Rooney_poster.png/revision/latest?cb=20200328231908,villager_models/Rooney.png,/wiki/Rooney,https://nookipedia.com/w/images/4/44/Rooney_NH_Icon.png,villager_icons/Rooney.png,Cranky,Kangaroo,December 1st,punches,Male,Blue Mountain,Little milk,1,One spoon,1,K.K. Adventure,Sporty,288,6,#78cddc,#d56b41,#fefe53,Pastel/Muted Blue,"Mid Blues, Cyans & Teals"
Rory,https://vignette.wikia.nocookie.net/animalcrossing/images/f/f3/NH-Rory_poster.png/revision/latest?cb=20200328231915,villager_models/Rory.png,/wiki/Rory,https://nookipedia.com/w/images/a/ae/Rory_NH_Icon.png,villager_icons/Rory.png,Jock,Lion,August 7th,capital,Male,Mocha,Lots of milk,3,Three spoons,3,K.K. Faire,Iconic,163,5,#cf1412,#fa922f,#f5a53e,Red,Reds
Roscoe,https://vignette.wikia.nocookie.net/animalcrossing/images/0/01/NH-Roscoe_poster.png/revision/latest?cb=20200328231940,villager_models/Roscoe.png,/wiki/Roscoe,https://nookipedia.com/w/images/f/fb/Roscoe_NH_Icon.png,villager_icons/Roscoe.png,Cranky,Horse,June 16th,nay,Male,Mocha,Little milk,1,One spoon,1,K.K. Dirge,Sporty,134,4,#5e5d5e,#212c37,#525d84,Mid Grey,Greys
Rosie,https://vignette.wikia.nocookie.net/animalcrossing/images/4/46/NH-Rosie_poster.png/revision/latest?cb=20200410182055,villager_models/Rosie.png,/wiki/Rosie,https://nookipedia.com/w/images/3/31/Rosie_NH_Icon.png,villager_icons/Rosie.png,Peppy,Cat,February 27th,silly,Female,Mocha,Little milk,1,One spoon,1,Bubblegum K.K.,Cute,21,2,#7fa9ff,#7ea9ff,#1f1f1f,Pastel/Muted Blue,"Mid Blues, Cyans & Teals"
Rowan,https://vignette.wikia.nocookie.net/animalcrossing/images/4/41/NH-Rowan_poster.png/revision/latest?cb=20200410183742,villager_models/Rowan.png,/wiki/Rowan,https://nookipedia.com/w/images/2/28/Rowan_NH_Icon.png,villager_icons/Rowan.png,Jock,Tiger,August 26th,mango,Male,Mocha,Little milk,1,One spoon,1,K.K. Love Song,Rock n roll,288,6,#ff9900,#f2f2f2,#ffffff,Yellow/Ochre,"Yellows, Oranges & Ochres"
Ruby,https://vignette.wikia.nocookie.net/animalcrossing/images/5/5c/NH-Ruby_poster.png/revision/latest?cb=20200410185420,villager_models/Ruby.png,/wiki/Ruby,https://nookipedia.com/w/images/0/0e/Ruby_NH_Icon.png,villager_icons/Ruby.png,Peppy,Rabbit,December 25th,li'l ears,Female,Blue Mountain,Lots of milk,3,Three spoons,3,K.K. Ska,Modern,41,2,#f9f9f9,#eea47c,#fafafa,White/Lightest Pastel,White/Light Pastels
Rudy,https://vignette.wikia.nocookie.net/animalcrossing/images/c/c1/NH-Rudy_poster.png/revision/latest?cb=20200410182928,villager_models/Rudy.png,/wiki/Rudy,https://nookipedia.com/w/images/d/d8/Rudy_NH_Icon.png,villager_icons/Rudy.png,Jock,Cat,December 20th,mush,Male,Mocha,Little milk,1,One spoon,1,The K. Funk,Sporty,58,3,#fffdee,#6f2214,#fffded,White/Lightest Pastel,White/Light Pastels
Sally,https://vignette.wikia.nocookie.net/animalcrossing/images/5/5d/NH-Sally_poster.png/revision/latest?cb=20200410184136,villager_models/Sally.png,/wiki/Sally_(Wild_World),https://nookipedia.com/w/images/f/f5/Sally_NH_Icon.png,villager_icons/Sally.png,Normal,Squirrel,June 19th,nutmeg,Female,Killimanjaro,Little milk,1,One spoon,1,K.K. Fusion,Official,165,5,#ffaa3b,#ffaa3c,#a09efe,Orange,"Yellows, Oranges & Ochres"
Samson,https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH-Samson_poster.png/revision/latest?cb=20200410192424,villager_models/Samson.png,/wiki/Samson,https://nookipedia.com/w/images/7/7e/Samson_NH_Icon.png,villager_icons/Samson.png,Jock,Mouse,July 5th,pipsqueak,Male,Mocha,No milk,0,No sugar,0,Go K.K. Rider!,Modern,288,6,#83c5c5,#ffdcdc,#84c6c6,Pastel/Muted Blue,"Mid Blues, Cyans & Teals"
Sandy,https://vignette.wikia.nocookie.net/animalcrossing/images/9/93/NH-Sandy_poster.png/revision/latest?cb=20200410191836,villager_models/Sandy.png,/wiki/Sandy,https://nookipedia.com/w/images/1/11/Sandy_NH_Icon.png,villager_icons/Sandy.png,Normal,Ostrich,October 21st,speedy,Female,House Blend,No milk,0,No sugar,0,K.K. Soul,Unknown,288,6,#f87800,#e84920,#3891fd,Yellow/Ochre,"Yellows, Oranges & Ochres"
Savannah,https://vignette.wikia.nocookie.net/animalcrossing/images/1/10/NH-Savannah_poster.png/revision/latest?cb=20200328232034,villager_models/Savannah.png,/wiki/Savannah,https://nookipedia.com/w/images/6/6d/Savannah_NH_Icon.png,villager_icons/Savannah.png,Normal,Horse,January 25th,y'all,Female,Killimanjaro,No milk,0,No sugar,0,Forest Life,Modern,84,4,#919191,#f7f7f7,#f89633,Grey Blue/Green,Greys
Scoot,https://vignette.wikia.nocookie.net/animalcrossing/images/9/9d/NH-Scoot_poster.png/revision/latest?cb=20200328232040,villager_models/Scoot.png,/wiki/Scoot,https://nookipedia.com/w/images/d/d7/Scoot_NH_Icon.png,villager_icons/Scoot.png,Jock,Duck,June 13th,zip zoom,Male,Mocha,Regular milk,2,Two spoons,2,Marine Song 2001,Sporty,85,4,#ffffff,#fdf80a,#5be061,White/Lightest Pastel,White/Light Pastels
Shari,https://vignette.wikia.nocookie.net/animalcrossing/images/4/47/NH-Shari_poster.png/revision/latest?cb=20200410192655,villager_models/Shari.png,/wiki/Shari,https://nookipedia.com/w/images/f/f6/Shari_NH_Icon.png,villager_icons/Shari.png,Sisterly,Monkey,April 10th,cheeky,Female,House Blend,No milk,0,No sugar,0,K.K. Oasis,Cute,166,5,#feffff,#928f7f,#b7afaf,White/Lightest Pastel,White/Light Pastels
Sheldon,https://vignette.wikia.nocookie.net/animalcrossing/images/8/8e/NH-Sheldon_poster.png/revision/latest?cb=20200410183900,villager_models/Sheldon.png,/wiki/Sheldon,https://nookipedia.com/w/images/1/15/Sheldon_NH_Icon.png,villager_icons/Sheldon.png,Jock,Squirrel,February 26th,cardio,Male,Killimanjaro,Little milk,1,One spoon,1,K.K. Folk,Rock n roll,288,6,#f09b2c,#fefe27,#e6aa39,Yellow/Ochre,"Yellows, Oranges & Ochres"
Shep,https://vignette.wikia.nocookie.net/animalcrossing/images/e/e9/NH-Shep_poster.png/revision/latest?cb=20200328232109,villager_models/Shep.png,/wiki/Shep,https://nookipedia.com/w/images/0/02/Shep_NH_Icon.png,villager_icons/Shep.png,Smug,Dog,November 24th,baaa man,Male,Blue Mountain,Lots of milk,3,Three spoons,3,K.K. Reggae,Historical,74,4,#f0d8aa,#938570,#ffffb0,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Sherb,https://vignette.wikia.nocookie.net/animalcrossing/images/3/31/NH-Sherb_poster.png/revision/latest?cb=20200328232132,villager_models/Sherb.png,/wiki/Sherb,https://nookipedia.com/w/images/3/3e/Sherb_NH_Icon.png,villager_icons/Sherb.png,Lazy,Goat,January 18th,bawwww,Male,Unknown,Unknown,NA,Unknown,NA,Hypno K.K.,Unknown,16,2,#b7e5e2,#709ee0,#141414,Pastel/Muted Blue,"Mid Blues, Cyans & Teals"
Simon,https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH-Simon_poster.png/revision/latest?cb=20200328232139,villager_models/Simon.png,/wiki/Simon,https://nookipedia.com/w/images/5/52/Simon_NH_Icon.png,villager_icons/Simon.png,Lazy,Monkey,January 19th,zzzook,Male,House Blend,No milk,0,No sugar,0,Forest Life,Sporty,270,5,#fffefe,#ff3808,#d8a801,White/Lightest Pastel,White/Light Pastels
Skye,https://vignette.wikia.nocookie.net/animalcrossing/images/1/10/NH-Skye_poster.png/revision/latest?cb=20200410183340,villager_models/Skye.png,/wiki/Skye,https://nookipedia.com/w/images/0/01/Skye_NH_Icon.png,villager_icons/Skye.png,Normal,Wolf,March 24th,airmail,Female,Killimanjaro,No milk,0,No sugar,0,Forest Life,Cute,17,2,#95f1f2,#fbf9e6,#ffc5bb,Pastel/Muted Blue,"Mid Blues, Cyans & Teals"
Sly,https://vignette.wikia.nocookie.net/animalcrossing/images/7/7f/NH-Sly_poster.png/revision/latest?cb=20200328232206,villager_models/Sly.png,/wiki/Sly,https://nookipedia.com/w/images/1/1f/Sly_NH_Icon.png,villager_icons/Sly.png,Jock,Alligator,November 15th,hoo-rah,Male,Blue Mountain,Lots of milk,3,Three spoons,3,K.K. Safari,Rock n roll,271,5,#f4c953,#db9d2e,#fe6d1b,Orange,"Yellows, Oranges & Ochres"
Snake,https://vignette.wikia.nocookie.net/animalcrossing/images/2/2c/NH-Snake_poster.png/revision/latest?cb=20200410185619,villager_models/Snake.png,/wiki/Snake,https://nookipedia.com/w/images/9/9f/Snake_NH_Icon.png,villager_icons/Snake.png,Jock,Rabbit,November 3rd,bunyip,Male,Blue Mountain,Lots of milk,3,Three spoons,3,K.K. Lullaby,Sporty,75,4,#eb94d8,#fefeff,#000099,Pastel Pink,Pinks
Snooty,https://vignette.wikia.nocookie.net/animalcrossing/images/d/d2/NH-Snooty_poster.png/revision/latest?cb=20200328232219,villager_models/Snooty.png,/wiki/Snooty_(villager),https://nookipedia.com/w/images/5/59/Snooty_NH_Icon.png,villager_icons/Snooty.png,Snooty,Anteater,August 24th,snifffff,Female,Killimanjaro,Little milk,1,One spoon,1,Imperial K.K.,Historical,288,6,#f5aece,#e681ae,#8c2e60,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Soleil,https://vignette.wikia.nocookie.net/animalcrossing/images/9/9f/NH-Soleil_poster.png/revision/latest?cb=20200328232229,villager_models/Soleil.png,/wiki/Soleil,https://nookipedia.com/w/images/c/c8/Soleil_NH_Icon.png,villager_icons/Soleil.png,Snooty,Hamster,August 9th,tarnation,Female,Killimanjaro,Lots of milk,3,Three spoons,3,K.K. Oasis,Modern,272,5,#ff8f2e,#fff8d0,#d5d52a,Yellow/Ochre,"Yellows, Oranges & Ochres"
Sparro,https://vignette.wikia.nocookie.net/animalcrossing/images/6/69/NH-Sparro_poster.png/revision/latest?cb=20200328232235,villager_models/Sparro.png,/wiki/Sparro,https://nookipedia.com/w/images/a/a7/Sparro_NH_Icon.png,villager_icons/Sparro.png,Jock,Bird,November 20th,like whoa,Male,House Blend,Lots of milk,3,Three spoons,3,Steep Hill,Historical,210,5,#8d4029,#533c36,#ffeaa4,Maroon,Browns and Maroons
Spike,https://vignette.wikia.nocookie.net/animalcrossing/images/9/95/NH-Spike_poster.png/revision/latest?cb=20200410185000,villager_models/Spike.png,/wiki/Spike,https://nookipedia.com/w/images/5/5d/Spike_NH_Icon.png,villager_icons/Spike.png,Cranky,Rhino,June 17th,punk,Male,Killimanjaro,Regular milk,2,Two spoons,2,Unknown,Unknown,288,6,#d86808,#e3c773,#ffffff,Red,Reds
Spork,https://vignette.wikia.nocookie.net/animalcrossing/images/d/db/NH-Spork_poster.png/revision/latest?cb=20200328193112,villager_models/Spork.png,/wiki/Spork,https://nookipedia.com/w/images/5/56/Spork_NH_Icon.png,villager_icons/Spork.png,Lazy,Pig,September 3rd,snork,Male,Killimanjaro,Lots of milk,3,Three spoons,3,K.K. Mambo,Basic,288,6,#f1b481,#2b1209,#fef85d,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Sprinkle,https://vignette.wikia.nocookie.net/animalcrossing/images/e/e5/NH-Sprinkle_poster.png/revision/latest?cb=20200410190333,villager_models/Sprinkle.png,/wiki/Sprinkle,https://nookipedia.com/w/images/8/8d/Sprinkle_NH_Icon.png,villager_icons/Sprinkle.png,Peppy,Penguin,February 20th,frappe,Female,Killimanjaro,Regular milk,2,Two spoons,2,Cafe K.K.,Cute,76,4,#fefdf7,#ffa001,#51cbb6,White/Lightest Pastel,White/Light Pastels
Sprocket,https://vignette.wikia.nocookie.net/animalcrossing/images/e/e6/NH-Sprocket_poster.png/revision/latest?cb=20200410191806,villager_models/Sprocket.png,/wiki/Sprocket,https://nookipedia.com/w/images/6/6b/Sprocket_NH_Icon.png,villager_icons/Sprocket.png,Jock,Ostrich,December 1st,zort,Male,Mocha,Regular milk,2,Two spoons,2,K.K. Metal,Unknown,211,5,#489048,#ffcc3e,#8d9ef4,Grey Blue/Green,Greys
Static,https://vignette.wikia.nocookie.net/animalcrossing/images/f/ff/NH-Static_poster.png/revision/latest?cb=20200410184107,villager_models/Static.png,/wiki/Static,https://nookipedia.com/w/images/f/f5/Static_NH_Icon.png,villager_icons/Static.png,Cranky,Squirrel,July 9th,krzzt,Male,Killimanjaro,Regular milk,2,Two spoons,2,Surfin' K.K.,Rock n roll,96,4,#ae66fe,#fdfcfc,#aa66ff,Purple,Dark Blues and Purples
Stella,https://vignette.wikia.nocookie.net/animalcrossing/images/5/50/NH-Stella_poster.png/revision/latest?cb=20200410184731,villager_models/Stella.png,/wiki/Stella,https://nookipedia.com/w/images/9/97/Stella_NH_Icon.png,villager_icons/Stella.png,Normal,Sheep,April 9th,baa-dabing,Female,Killimanjaro,Lots of milk,3,Three spoons,3,Only Me,Unknown,97,4,#f8c8b8,#d08068,#701058,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Sterling,https://vignette.wikia.nocookie.net/animalcrossing/images/0/0a/NH-Sterling_poster.png/revision/latest?cb=20200410191029,villager_models/Sterling.png,/wiki/Sterling,https://nookipedia.com/w/images/7/72/Sterling_NH_Icon.png,villager_icons/Sterling.png,Jock,Eagle,December 11th,skraaaaw,Male,Killimanjaro,Little milk,1,One spoon,1,Lucky K.K.,Historical,273,5,#d2d3d3,#fef524,#d3d3d3,Muted Light Pastel,Greys
Stinky,https://vignette.wikia.nocookie.net/animalcrossing/images/c/cc/NH-Stinky_poster.png/revision/latest?cb=20200410182806,villager_models/Stinky.png,/wiki/Stinky,https://nookipedia.com/w/images/f/f3/Stinky_NH_Icon.png,villager_icons/Stinky.png,Jock,Cat,August 17th,GAHHHH,Male,Blue Mountain,Regular milk,2,Two spoons,2,Go K.K. Rider!,Sporty,274,5,#e3ed81,#ff090a,#0f55fe,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Stitches,https://vignette.wikia.nocookie.net/animalcrossing/images/0/0a/NH-Stitches_poster.png/revision/latest?cb=20200328232329,villager_models/Stitches.png,/wiki/Stitches,https://nookipedia.com/w/images/a/a1/Stitches_NH_Icon.png,villager_icons/Stitches.png,Lazy,Cub,February 10th,stuffin',Male,House Blend,Little milk,1,One spoon,1,K.K. Lullaby,Flashy,8,1,#ea10e7,#ffc80c,#ffc80b,Pink,Pinks
Stu,https://vignette.wikia.nocookie.net/animalcrossing/images/f/fc/NH-Stu_poster.png/revision/latest?cb=20200328232336,villager_models/Stu.png,/wiki/Stu,https://nookipedia.com/w/images/7/74/Stu_NH_Icon.png,villager_icons/Stu.png,Lazy,Bull,April 20th,moo-dude,Male,Mocha,Little milk,1,One spoon,1,K.K. Rockabilly,Unknown,288,6,#5090f8,#304098,#de8e0c,Mid Blue,"Mid Blues, Cyans & Teals"
Sydney,https://vignette.wikia.nocookie.net/animalcrossing/images/f/f6/NH-Sydney_poster.png/revision/latest?cb=20200328232343,villager_models/Sydney.png,/wiki/Sydney,https://nookipedia.com/w/images/5/53/Sydney_NH_Icon.png,villager_icons/Sydney.png,Normal,Koala,June 21st,sunshine,Female,Mocha,No milk,0,No sugar,0,K.K. Country,Iconic,268,5,#8150e3,#f2f3f3,#fefffe,Purple,Dark Blues and Purples
Sylvana,https://vignette.wikia.nocookie.net/animalcrossing/images/4/41/NH-Sylvana_poster.png/revision/latest?cb=20200410183935,villager_models/Sylvana.png,/wiki/Sylvana,https://nookipedia.com/w/images/b/bd/Sylvana_NH_Icon.png,villager_icons/Sylvana.png,Normal,Squirrel,October 22nd,hubbub,Female,Blue Mountain,Lots of milk,3,Three spoons,3,Spring Blossoms,Unknown,269,5,#907314,#ffffff,#d858f0,Maroon,Browns and Maroons
Sylvia,https://vignette.wikia.nocookie.net/animalcrossing/images/4/4b/NH-Sylvia_poster.png/revision/latest?cb=20200328232357,villager_models/Sylvia.png,/wiki/Sylvia,https://nookipedia.com/w/images/6/6c/Sylvia_NH_Icon.png,villager_icons/Sylvia.png,Sisterly,Kangaroo,May 3rd,boing,Female,Mocha,No milk,0,No sugar,0,Rockin' K.K.,Ornate,288,6,#a36bfc,#4b4a4c,#f39400,Purple,Dark Blues and Purples
Tabby,https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH-Tabby_poster.png/revision/latest?cb=20200410182747,villager_models/Tabby.png,/wiki/Tabby,https://nookipedia.com/w/images/9/92/Tabby_NH_Icon.png,villager_icons/Tabby.png,Peppy,Cat,August 13th,me-WOW,Female,Blue Mountain,Regular milk,2,Two spoons,2,To The Edge,Sporty,167,5,#fec001,#ffbf00,#ffbe00,Yellow/Ochre,"Yellows, Oranges & Ochres"
Tad,https://vignette.wikia.nocookie.net/animalcrossing/images/c/c8/NH-Tad_poster.png/revision/latest?cb=20200328233440,villager_models/Tad.png,/wiki/Tad,https://nookipedia.com/w/images/a/af/Tad_NH_Icon.png,villager_icons/Tad.png,Jock,Frog,August 3rd,sluuuurp,Male,Mocha,Little milk,1,One spoon,1,Wandering,Unknown,275,5,#008878,#008877,#1e1200,Mid Blue,"Mid Blues, Cyans & Teals"
Tammi,https://vignette.wikia.nocookie.net/animalcrossing/images/d/d1/NH-Tammi_poster.png/revision/latest?cb=20200328233446,villager_models/Tammi.png,/wiki/Tammi,https://nookipedia.com/w/images/8/83/Tammi_NH_Icon.png,villager_icons/Tammi.png,Peppy,Monkey,April 2nd,chimpy,Female,Mocha,Regular milk,2,Two spoons,2,Imperial K.K.,Flashy,212,5,#fdfce8,#fed801,#76818b,White/Lightest Pastel,White/Light Pastels
Tammy,https://vignette.wikia.nocookie.net/animalcrossing/images/6/66/NH-Tammy_poster.png/revision/latest?cb=20200328233452,villager_models/Tammy.png,/wiki/Tammy,https://nookipedia.com/w/images/0/06/Tammy_NH_Icon.png,villager_icons/Tammy.png,Sisterly,Cub,June 23rd,ya heard,Female,House Blend,Little milk,1,One spoon,1,K.K. Disco,Modern,168,5,#fdfa44,#fffcd3,#7c560f,Green/Earth,Greens
Tangy,https://vignette.wikia.nocookie.net/animalcrossing/images/c/c8/NH-Tangy_poster.png/revision/latest?cb=20200410182223,villager_models/Tangy.png,/wiki/Tangy,https://nookipedia.com/w/images/9/94/Tangy_NH_Icon.png,villager_icons/Tangy.png,Peppy,Cat,June 17th,reeeeOWR,Female,Blue Mountain,Regular milk,2,Two spoons,2,K.K. Island,Flashy,40,2,#ffbc15,#21c201,#ffbd16,Yellow/Ochre,"Yellows, Oranges & Ochres"
Tank,https://vignette.wikia.nocookie.net/animalcrossing/images/e/eb/NH-Tank_poster.png/revision/latest?cb=20200410185033,villager_models/Tank.png,/wiki/Tank,https://nookipedia.com/w/images/6/65/Tank_NH_Icon.png,villager_icons/Tank.png,Jock,Rhino,May 6th,kerPOW,Male,Blue Mountain,No milk,0,No sugar,0,K.K. Lament,Rock n roll,213,5,#a2cfd8,#ffffff,#e6ebf1,Pastel/Muted Blue,"Mid Blues, Cyans & Teals"
T-Bone,https://vignette.wikia.nocookie.net/animalcrossing/images/c/ca/NH-T-Bone_poster.png/revision/latest?cb=20200328233520,villager_models/T-Bone.png,/wiki/T-Bone,https://nookipedia.com/w/images/d/d7/T-Bone_NH_Icon.png,villager_icons/T-Bone.png,Cranky,Bull,May 20th,moocher,Male,Killimanjaro,No milk,0,No sugar,0,K.K. Steppe,Historical,288,6,#99c3da,#587b93,#f4cc69,Muted Light Pastel,Greys
Tasha,https://vignette.wikia.nocookie.net/animalcrossing/images/d/d3/NH-Tasha_poster.png/revision/latest?cb=20200416234123,villager_models/Tasha.png,/wiki/Tasha,https://nookipedia.com/w/images/2/26/Tasha_NH_Icon.png,villager_icons/Tasha.png,Snooty,Squirrel,November 30th,nice nice,Female,Mocha,Regular milk,2,Two spoons,2,K.K. Disco,Unknown,169,5,#f8f8f8,#00182b,#f7f7f7,White/Lightest Pastel,White/Light Pastels
Teddy,https://vignette.wikia.nocookie.net/animalcrossing/images/1/11/NH-Teddy_poster.png/revision/latest?cb=20200328233527,villager_models/Teddy.png,/wiki/Teddy,https://nookipedia.com/w/images/8/80/Teddy_NH_Icon.png,villager_icons/Teddy.png,Jock,Bear,September 26th,grooof,Male,House Blend,Regular milk,2,Two spoons,2,Mr. K.K.,Basic,66,3,#fe7615,#f6f7a3,#feb4b4,Yellow/Ochre,"Yellows, Oranges & Ochres"
Tex,https://vignette.wikia.nocookie.net/animalcrossing/images/a/a1/NH-Tex_poster.png/revision/latest?cb=20200410190412,villager_models/Tex.png,/wiki/Tex,https://nookipedia.com/w/images/2/29/Tex_NH_Icon.png,villager_icons/Tex.png,Smug,Penguin,October 6th,picante,Male,Killimanjaro,Regular milk,2,Two spoons,2,K.K. Metal,Rock n roll,276,5,#314b68,#f6f7f6,#d1e5fb,Mid Grey,Greys
Tia,https://vignette.wikia.nocookie.net/animalcrossing/images/4/41/NH-Tia_poster.png/revision/latest?cb=20200328233543,villager_models/Tia.png,/wiki/Tia,https://nookipedia.com/w/images/2/27/Tia_NH_Icon.png,villager_icons/Tia.png,Normal,Elephant,November 18th,teacup,Female,Mocha,Regular milk,2,Two spoons,2,K.K. Marathon,Cute,47,3,#ffffff,#f9f11c,#d6d6d6,White/Lightest Pastel,White/Light Pastels
